reg,cl_age90,jour,hosp,rea,rad,dc
52,59,01/05/2020,32,11,191,12
52,69,01/05/2020,97,29,244,31
52,79,01/05/2020,123,22,249,62
52,89,01/05/2020,222,1,235,142
52,90,01/05/2020,124,0,80,92
53,0,01/05/2020,373,44,846,212
53,9,01/05/2020,1,0,10,0
53,19,01/05/2020,1,0,5,0
53,29,01/05/2020,2,0,27,0
53,39,01/05/2020,4,0,63,0
53,49,01/05/2020,17,1,93,0
53,59,01/05/2020,30,7,133,4
53,69,01/05/2020,47,16,151,26
53,79,01/05/2020,95,18,187,45
53,89,01/05/2020,115,2,123,79
53,90,01/05/2020,59,0,51,58
75,0,01/05/2020,595,111,1469,324
75,9,01/05/2020,2,0,10,0
75,19,01/05/2020,3,0,9,0
75,29,01/05/2020,6,2,57,1
75,39,01/05/2020,7,2,94,1
75,49,01/05/2020,11,3,136,2
75,59,01/05/2020,49,22,262,10
75,69,01/05/2020,98,35,303,26
75,79,01/05/2020,132,37,242,72
75,89,01/05/2020,178,9,235,129
75,90,01/05/2020,106,1,112,82
76,0,01/05/2020,610,142,2118,394
76,9,01/05/2020,2,0,17,0
76,19,01/05/2020,1,0,15,0
76,29,01/05/2020,5,1,80,1
76,39,01/05/2020,5,2,136,1
76,49,01/05/2020,13,6,241,1
76,59,01/05/2020,58,18,356,14
76,69,01/05/2020,96,50,391,42
76,79,01/05/2020,151,53,421,77
76,89,01/05/2020,177,12,311,167
76,90,01/05/2020,101,0,149,91
84,0,01/05/2020,2470,359,5129,1346
84,9,01/05/2020,5,3,35,0
84,19,01/05/2020,8,4,39,0
84,29,01/05/2020,19,3,184,0
84,39,01/05/2020,31,0,297,4
84,49,01/05/2020,62,12,451,10
84,59,01/05/2020,165,44,785,39
84,69,01/05/2020,342,115,914,91
84,79,01/05/2020,612,141,972,275
84,89,01/05/2020,750,30,967,570
84,90,01/05/2020,460,2,413,337
93,0,01/05/2020,1499,250,3848,704
93,9,01/05/2020,1,0,24,0
93,19,01/05/2020,4,0,43,0
93,29,01/05/2020,21,3,262,1
93,39,01/05/2020,26,2,344,1
93,49,01/05/2020,54,14,453,4
93,59,01/05/2020,107,34,701,27
93,69,01/05/2020,205,70,711,55
93,79,01/05/2020,365,86,571,154
93,89,01/05/2020,451,32,474,293
93,90,01/05/2020,259,6,243,166
94,0,01/05/2020,59,8,189,50
94,9,01/05/2020,0,0,6,0
94,19,01/05/2020,0,0,1,0
94,29,01/05/2020,0,0,14,0
94,39,01/05/2020,0,0,16,0
94,49,01/05/2020,1,0,22,1
94,59,01/05/2020,4,1,30,1
94,69,01/05/2020,9,3,30,2
94,79,01/05/2020,21,4,30,13
94,89,01/05/2020,14,0,28,24
94,90,01/05/2020,10,0,12,9
1,0,02/05/2020,16,6,72,17
1,9,02/05/2020,0,0,0,0
1,19,02/05/2020,0,0,2,0
1,29,02/05/2020,0,0,1,0
1,39,02/05/2020,1,0,3,0
1,49,02/05/2020,0,0,5,0
1,59,02/05/2020,1,0,18,3
1,69,02/05/2020,6,3,17,2
1,79,02/05/2020,4,2,12,7
1,89,02/05/2020,4,1,13,4
1,90,02/05/2020,0,0,0,1
2,0,02/05/2020,21,8,77,14
2,9,02/05/2020,0,0,0,0
2,19,02/05/2020,0,0,0,0
2,29,02/05/2020,0,0,3,0
2,39,02/05/2020,0,0,4,0
2,49,02/05/2020,1,1,12,0
2,59,02/05/2020,9,5,17,1
2,69,02/05/2020,4,1,19,2
2,79,02/05/2020,5,0,15,4
2,89,02/05/2020,2,1,6,5
2,90,02/05/2020,0,0,1,2
3,0,02/05/2020,2,0,36,1
3,9,02/05/2020,0,0,0,0
3,19,02/05/2020,1,0,2,0
3,29,02/05/2020,0,0,4,0
3,39,02/05/2020,0,0,7,0
3,49,02/05/2020,1,0,10,0
3,59,02/05/2020,0,0,2,0
3,69,02/05/2020,0,0,4,0
3,79,02/05/2020,0,0,3,1
3,89,02/05/2020,0,0,2,0
3,90,02/05/2020,0,0,0,0
4,0,02/05/2020,5,2,110,0
4,9,02/05/2020,0,0,1,0
4,19,02/05/2020,0,0,4,0
4,29,02/05/2020,0,0,18,0
4,39,02/05/2020,0,0,13,0
4,49,02/05/2020,0,0,11,0
4,59,02/05/2020,1,0,19,0
4,69,02/05/2020,3,2,21,0
4,79,02/05/2020,1,0,15,0
4,89,02/05/2020,0,0,8,0
4,90,02/05/2020,0,0,0,0
6,0,02/05/2020,31,5,96,8
6,9,02/05/2020,0,0,2,0
6,19,02/05/2020,1,0,4,0
6,29,02/05/2020,2,0,13,0
6,39,02/05/2020,2,0,12,0
6,49,02/05/2020,3,2,23,2
6,59,02/05/2020,7,1,18,2
6,69,02/05/2020,8,2,15,1
6,79,02/05/2020,6,0,3,1
6,89,02/05/2020,2,0,6,2
6,90,02/05/2020,0,0,0,0
11,0,02/05/2020,10715,1552,17970,6085
11,9,02/05/2020,44,13,201,2
11,19,02/05/2020,34,16,112,3
11,29,02/05/2020,133,26,613,10
11,39,02/05/2020,323,63,1444,37
11,49,02/05/2020,581,158,2333,111
11,59,02/05/2020,1254,397,3475,410
11,69,02/05/2020,1814,473,3661,872
11,79,02/05/2020,2240,334,2898,1438
11,89,02/05/2020,2606,47,2183,1975
11,90,02/05/2020,1598,13,860,1174
24,0,02/05/2020,984,112,1229,397
24,9,02/05/2020,0,0,23,0
24,19,02/05/2020,2,0,12,0
24,29,02/05/2020,6,3,34,0
24,39,02/05/2020,12,3,66,2
24,49,02/05/2020,17,2,131,3
24,59,02/05/2020,54,15,176,11
24,69,02/05/2020,164,36,214,28
24,79,02/05/2020,200,46,240,66
24,89,02/05/2020,307,6,235,163
24,90,02/05/2020,214,1,95,122
27,0,02/05/2020,1139,172,2492,850
27,9,02/05/2020,3,2,15,0
27,19,02/05/2020,3,0,21,0
27,29,02/05/2020,5,1,75,0
27,39,02/05/2020,9,1,134,2
27,49,02/05/2020,23,7,231,5
27,59,02/05/2020,79,23,346,18
27,69,02/05/2020,154,51,440,75
27,79,02/05/2020,259,67,508,175
27,89,02/05/2020,398,20,530,383
27,90,02/05/2020,205,0,188,190
28,0,02/05/2020,574,87,1094,350
28,9,02/05/2020,0,0,3,0
28,19,02/05/2020,1,0,5,0
28,29,02/05/2020,2,0,42,0
28,39,02/05/2020,8,2,83,1
28,49,02/05/2020,16,8,123,10
28,59,02/05/2020,45,16,193,13
28,69,02/05/2020,95,26,217,52
28,79,02/05/2020,126,26,210,77
28,89,02/05/2020,177,9,164,135
28,90,02/05/2020,104,0,48,62
32,0,02/05/2020,2231,346,4152,1396
32,9,02/05/2020,1,1,43,0
32,19,02/05/2020,6,1,24,0
32,29,02/05/2020,14,4,177,1
32,39,02/05/2020,33,6,337,3
32,49,02/05/2020,75,30,513,10
32,59,02/05/2020,184,53,740,55
32,69,02/05/2020,362,124,734,181
32,79,02/05/2020,510,98,734,304
32,89,02/05/2020,731,27,595,559
32,90,02/05/2020,304,0,240,277
44,0,02/05/2020,3817,514,8253,2937
44,9,02/05/2020,22,5,162,0
44,19,02/05/2020,11,2,59,0
44,29,02/05/2020,19,6,265,2
44,39,02/05/2020,65,8,425,14
44,49,02/05/2020,127,30,684,31
44,59,02/05/2020,316,85,1289,76
44,69,02/05/2020,664,189,1675,306
44,79,02/05/2020,871,159,1681,743
44,89,02/05/2020,1118,24,1485,1198
44,90,02/05/2020,574,1,471,556
52,0,02/05/2020,624,70,1286,348
52,9,02/05/2020,0,0,4,0
52,19,02/05/2020,0,0,5,0
52,29,02/05/2020,2,2,49,0
52,39,02/05/2020,7,1,84,0
52,49,02/05/2020,15,4,142,4
52,59,02/05/2020,32,12,192,12
52,69,02/05/2020,96,28,245,33
52,79,02/05/2020,124,22,250,62
52,89,02/05/2020,224,1,235,144
52,90,02/05/2020,124,0,80,93
53,0,02/05/2020,373,45,855,216
53,9,02/05/2020,1,0,10,0
53,19,02/05/2020,1,0,6,0
53,29,02/05/2020,2,0,27,0
53,39,02/05/2020,4,0,63,0
53,49,02/05/2020,17,1,94,0
53,59,02/05/2020,29,7,134,5
53,69,02/05/2020,47,16,150,27
53,79,02/05/2020,96,19,187,45
53,89,02/05/2020,114,2,129,80
53,90,02/05/2020,60,0,52,59
75,0,02/05/2020,592,109,1474,327
75,9,02/05/2020,2,0,10,0
75,19,02/05/2020,3,0,9,0
75,29,02/05/2020,5,2,58,1
75,39,02/05/2020,8,2,94,1
75,49,02/05/2020,12,3,136,2
75,59,02/05/2020,48,22,263,10
75,69,02/05/2020,98,35,303,26
75,79,02/05/2020,130,35,243,73
75,89,02/05/2020,178,9,235,131
75,90,02/05/2020,105,1,114,82
76,0,02/05/2020,603,137,2123,409
76,9,02/05/2020,1,0,18,0
76,19,02/05/2020,1,0,16,0
76,29,02/05/2020,6,1,80,1
76,39,02/05/2020,4,2,137,1
76,49,02/05/2020,13,6,241,1
76,59,02/05/2020,60,19,356,14
76,69,02/05/2020,95,48,391,45
76,79,02/05/2020,147,50,422,79
76,89,02/05/2020,176,11,313,168
76,90,02/05/2020,100,0,148,100
84,0,02/05/2020,2474,359,5154,1355
84,9,02/05/2020,5,2,35,0
84,19,02/05/2020,10,6,39,0
84,29,02/05/2020,18,2,186,0
84,39,02/05/2020,31,0,298,4
84,49,02/05/2020,59,11,453,10
84,59,02/05/2020,166,42,786,39
84,69,02/05/2020,340,117,921,93
84,79,02/05/2020,606,141,981,275
84,89,02/05/2020,755,30,970,574
84,90,02/05/2020,468,3,413,340
93,0,02/05/2020,1493,238,3890,708
93,9,02/05/2020,1,0,24,0
93,19,02/05/2020,4,0,43,0
93,29,02/05/2020,21,3,264,1
93,39,02/05/2020,24,1,348,1
93,49,02/05/2020,53,13,457,4
93,59,02/05/2020,108,32,708,27
93,69,02/05/2020,201,67,721,55
93,79,02/05/2020,362,83,578,155
93,89,02/05/2020,456,30,479,294
93,90,02/05/2020,258,6,246,168
94,0,02/05/2020,57,8,191,50
94,9,02/05/2020,0,0,6,0
