reg,cl_age90,jour,hosp,rea,rad,dc
32,90,01/04/2020,94,0,27,53
44,0,01/04/2020,4470,918,1975,1126
44,9,01/04/2020,6,1,70,0
44,19,01/04/2020,10,1,13,0
44,29,01/04/2020,51,7,96,1
44,39,01/04/2020,109,28,138,3
44,49,01/04/2020,225,64,203,8
44,59,01/04/2020,546,158,309,32
44,69,01/04/2020,977,334,386,106
44,79,01/04/2020,1151,275,381,303
44,89,01/04/2020,985,39,262,481
44,90,01/04/2020,345,2,73,186
52,0,01/04/2020,549,133,296,82
52,9,01/04/2020,0,0,1,0
52,19,01/04/2020,0,0,1,0
52,29,01/04/2020,3,1,14,0
52,39,01/04/2020,11,2,22,0
52,49,01/04/2020,44,14,54,0
52,59,01/04/2020,63,21,55,2
52,69,01/04/2020,104,38,53,11
52,79,01/04/2020,150,53,55,14
52,89,01/04/2020,137,4,34,34
52,90,01/04/2020,37,0,7,21
53,0,01/04/2020,342,79,202,55
53,9,01/04/2020,1,0,4,0
53,19,01/04/2020,0,0,2,0
53,29,01/04/2020,4,1,8,0
53,39,01/04/2020,17,0,17,0
53,49,01/04/2020,21,4,17,0
53,59,01/04/2020,42,14,35,0
53,69,01/04/2020,74,29,41,7
53,79,01/04/2020,87,26,53,10
53,89,01/04/2020,78,5,16,23
53,90,01/04/2020,18,0,8,15
75,0,01/04/2020,700,215,414,82
75,9,01/04/2020,1,0,4,0
75,19,01/04/2020,4,1,6,0
75,29,01/04/2020,7,1,39,0
75,39,01/04/2020,19,3,48,0
75,49,01/04/2020,44,20,66,0
75,59,01/04/2020,105,38,68,4
75,69,01/04/2020,175,71,61,5
75,79,01/04/2020,160,60,45,17
75,89,01/04/2020,135,19,51,33
75,90,01/04/2020,43,0,18,22
76,0,01/04/2020,926,304,524,108
76,9,01/04/2020,5,1,15,0
76,19,01/04/2020,2,2,4,0
76,29,01/04/2020,13,3,38,1
76,39,01/04/2020,19,5,65,0
76,49,01/04/2020,71,21,79,0
76,59,01/04/2020,135,57,110,5
76,69,01/04/2020,213,92,81,8
76,79,01/04/2020,251,106,97,21
76,89,01/04/2020,171,16,31,54
76,90,01/04/2020,46,1,4,19
84,0,01/04/2020,2635,672,1193,349
84,9,01/04/2020,9,0,10,0
84,19,01/04/2020,6,3,10,0
84,29,01/04/2020,17,3,80,0
84,39,01/04/2020,73,13,115,2
84,49,01/04/2020,119,34,171,3
84,59,01/04/2020,299,111,204,8
84,69,01/04/2020,517,196,190,19
84,79,01/04/2020,704,242,202,82
84,89,01/04/2020,600,52,153,150
84,90,01/04/2020,228,2,33,76
93,0,01/04/2020,1357,332,1016,124
93,9,01/04/2020,1,0,12,0
93,19,01/04/2020,2,0,24,0
93,29,01/04/2020,24,3,95,1
93,39,01/04/2020,48,2,126,0
93,49,01/04/2020,106,25,173,1
93,59,01/04/2020,209,69,209,4
93,69,01/04/2020,291,88,185,10
93,79,01/04/2020,309,101,98,25
93,89,01/04/2020,241,25,57,54
93,90,01/04/2020,91,0,19,26
94,0,01/04/2020,96,25,102,21
94,9,01/04/2020,0,0,3,0
94,19,01/04/2020,0,0,4,0
94,29,01/04/2020,0,0,14,0
94,39,01/04/2020,1,0,11,0
94,49,01/04/2020,3,1,14,0
94,59,01/04/2020,10,5,18,1
94,69,01/04/2020,13,9,16,2
94,79,01/04/2020,26,7,11,3
94,89,01/04/2020,28,3,5,12
94,90,01/04/2020,14,0,4,3
1,0,02/04/2020,37,16,28,7
1,9,02/04/2020,0,0,0,0
1,19,02/04/2020,0,0,0,0
1,29,02/04/2020,1,0,0,0
1,39,02/04/2020,1,1,2,0
1,49,02/04/2020,1,1,2,0
1,59,02/04/2020,5,2,13,0
1,69,02/04/2020,10,6,6,1
1,79,02/04/2020,7,5,2,4
1,89,02/04/2020,11,1,2,2
1,90,02/04/2020,0,0,0,0
2,0,02/04/2020,57,20,31,3
2,9,02/04/2020,0,0,0,0
2,19,02/04/2020,0,0,0,0
2,29,02/04/2020,3,0,1,0
2,39,02/04/2020,1,0,2,0
2,49,02/04/2020,6,1,8,0
2,59,02/04/2020,12,8,8,0
2,69,02/04/2020,19,7,7,0
2,79,02/04/2020,8,2,4,1
2,89,02/04/2020,8,2,1,2
2,90,02/04/2020,0,0,0,0
3,0,02/04/2020,5,0,6,0
3,9,02/04/2020,0,0,0,0
3,19,02/04/2020,0,0,0,0
3,29,02/04/2020,0,0,0,0
3,39,02/04/2020,0,0,1,0
3,49,02/04/2020,3,0,3,0
3,59,02/04/2020,0,0,1,0
3,69,02/04/2020,2,0,0,0
3,79,02/04/2020,0,0,0,0
3,89,02/04/2020,0,0,1,0
3,90,02/04/2020,0,0,0,0
4,0,02/04/2020,54,2,24,0
4,9,02/04/2020,0,0,0,0
4,19,02/04/2020,1,0,0,0
4,29,02/04/2020,4,0,4,0
4,39,02/04/2020,6,0,3,0
4,49,02/04/2020,2,0,4,0
4,59,02/04/2020,13,1,5,0
4,69,02/04/2020,14,0,3,0
4,79,02/04/2020,8,1,5,0
4,89,02/04/2020,6,0,0,0
4,90,02/04/2020,0,0,0,0
6,0,02/04/2020,9,3,2,2
6,9,02/04/2020,0,0,0,0
6,19,02/04/2020,0,0,0,0
6,29,02/04/2020,0,0,0,0
6,39,02/04/2020,1,0,0,0
6,49,02/04/2020,1,1,1,1
6,59,02/04/2020,1,0,1,1
6,69,02/04/2020,4,2,0,0
6,79,02/04/2020,0,0,0,0
6,89,02/04/2020,2,0,0,0
6,90,02/04/2020,0,0,0,0
11,0,02/04/2020,10273,2301,3887,1571
11,9,02/04/2020,35,10,72,0
11,19,02/04/2020,25,10,32,1
11,29,02/04/2020,160,25,195,1
11,39,02/04/2020,469,124,480,10
11,49,02/04/2020,961,259,622,25
11,59,02/04/2020,1886,662,825,106
11,69,02/04/2020,2200,729,751,214
11,79,02/04/2020,2027,429,492,397
11,89,02/04/2020,1660,33,302,529
11,90,02/04/2020,709,4,70,264
24,0,02/04/2020,640,172,179,84
24,9,02/04/2020,3,0,6,0
24,19,02/04/2020,4,0,2,0
24,29,02/04/2020,4,2,4,0
24,39,02/04/2020,14,4,13,0
24,49,02/04/2020,57,14,32,0
24,59,02/04/2020,62,27,38,3
24,69,02/04/2020,159,68,35,6
24,79,02/04/2020,148,52,28,17
24,89,02/04/2020,129,5,15,33
24,90,02/04/2020,51,0,4,23
27,0,02/04/2020,1017,250,746,271
27,9,02/04/2020,3,1,4,0
27,19,02/04/2020,2,0,8,0
27,29,02/04/2020,6,0,42,0
27,39,02/04/2020,18,5,71,1
27,49,02/04/2020,47,9,90,3
27,59,02/04/2020,117,45,135,8
27,69,02/04/2020,201,86,138,25
27,79,02/04/2020,256,83,120,64
27,89,02/04/2020,287,20,101,125
27,90,02/04/2020,79,1,34,45
28,0,02/04/2020,630,185,224,81
28,9,02/04/2020,1,0,1,0
28,19,02/04/2020,2,0,0,0
28,29,02/04/2020,5,1,17,0
28,39,02/04/2020,12,3,25,1
28,49,02/04/2020,49,22,34,1
28,59,02/04/2020,80,25,53,4
28,69,02/04/2020,157,61,34,9
28,79,02/04/2020,157,55,31,17
28,89,02/04/2020,125,17,21,32
28,90,02/04/2020,39,1,4,17
32,0,02/04/2020,1825,518,857,370
32,9,02/04/2020,13,4,13,0
32,19,02/04/2020,2,1,5,0
32,29,02/04/2020,27,5,49,0
32,39,02/04/2020,55,10,87,0
32,49,02/04/2020,113,36,131,5
32,59,02/04/2020,277,108,171,14
32,69,02/04/2020,393,155,137,50
32,79,02/04/2020,460,157,137,93
32,89,02/04/2020,362,36,92,144
32,90,02/04/2020,110,3,33,62
44,0,02/04/2020,4657,949,2227,1178
44,9,02/04/2020,10,1,74,0
44,19,02/04/2020,9,0,16,0
44,29,02/04/2020,52,6,101,1
44,39,02/04/2020,121,30,155,3
44,49,02/04/2020,226,69,231,11
44,59,02/04/2020,562,167,355,35
44,69,02/04/2020,1026,351,435,117
44,79,02/04/2020,1190,280,434,329
44,89,02/04/2020,1041,35,297,498
44,90,02/04/2020,350,2,80,178
52,0,02/04/2020,571,141,338,92
52,9,02/04/2020,0,0,1,0
52,19,02/04/2020,0,0,1,0
52,29,02/04/2020,6,1,14,0
52,39,02/04/2020,14,2,25,0
52,49,02/04/2020,39,12,58,0
52,59,02/04/2020,68,24,64,2
52,69,02/04/2020,113,43,64,11
52,79,02/04/2020,154,56,61,17
52,89,02/04/2020,138,3,42,37
52,90,02/04/2020,39,0,8,25
53,0,02/04/2020,391,111,227,63
53,9,02/04/2020,2,0,4,0
53,19,02/04/2020,0,0,2,0
53,29,02/04/2020,4,1,10,0
53,39,02/04/2020,23,2,20,0
53,49,02/04/2020,27,11,19,0
53,59,02/04/2020,49,21,43,0
53,69,02/04/2020,84,35,45,7
53,79,02/04/2020,94,36,56,11
53,89,02/04/2020,86,5,20,27
53,90,02/04/2020,22,0,7,18
75,0,02/04/2020,705,221,495,94
75,9,02/04/2020,0,0,5,0
75,19,02/04/2020,5,0,6,0
75,29,02/04/2020,4,1,42,0
75,39,02/04/2020,16,4,53,0
75,49,02/04/2020,34,18,77,1
75,59,02/04/2020,106,38,83,4
75,69,02/04/2020,178,73,77,6
75,79,02/04/2020,171,65,59,20
75,89,02/04/2020,140,19,62,39
75,90,02/04/2020,47,1,21,23
76,0,02/04/2020,976,321,597,119
76,9,02/04/2020,2,1,15,0
76,19,02/04/2020,3,3,4,0
76,29,02/04/2020,15,5,41,1
76,39,02/04/2020,20,5,71,0
76,49,02/04/2020,72,21,82,0
76,59,02/04/2020,132,56,126,5
76,69,02/04/2020,219,94,92,9
76,79,02/04/2020,267,115,115,25
76,89,02/04/2020,188,19,42,60
76,90,02/04/2020,58,2,9,19
84,0,02/04/2020,2706,700,1374,404
84,9,02/04/2020,8,0,12,0
84,19,02/04/2020,9,3,12,0
84,29,02/04/2020,18,4,85,0
84,39,02/04/2020,79,12,129,2
84,49,02/04/2020,117,36,190,4
84,59,02/04/2020,319,116,239,11
84,69,02/04/2020,536,214,225,21
84,79,02/04/2020,708,243,236,96
84,89,02/04/2020,614,51,177,172
84,90,02/04/2020,239,2,39,87
93,0,02/04/2020,1492,370,1075,141
93,9,02/04/2020,2,0,15,0
93,19,02/04/2020,6,1,24,0
93,29,02/04/2020,27,4,100,1
93,39,02/04/2020,50,4,132,1
93,49,02/04/2020,111,26,180,1
93,59,02/04/2020,243,70,222,5
93,69,02/04/2020,312,101,197,11
93,79,02/04/2020,351,116,105,30
93,89,02/04/2020,260,27,60,59
93,90,02/04/2020,93,1,22,31
94,0,02/04/2020,86,25,110,23
94,9,02/04/2020,0,0,4,0
94,19,02/04/2020,0,0,4,0
94,29,02/04/2020,0,0,14,0
94,39,02/04/2020,1,1,13,0
94,49,02/04/2020,2,0,14,1
94,59,02/04/2020,10,4,19,1
94,69,02/04/2020,12,8,17,2
94,79,02/04/2020,21,7,14,3
94,89,02/04/2020,27,5,6,13
94,90,02/04/2020,12,0,4,3
1,0,03/04/2020,36,17,34,8
1,9,03/04/2020,0,0,0,0
1,19,03/04/2020,0,0,0,0
1,29,03/04/2020,1,0,0,0
1,39,03/04/2020,2,1,2,0
1,49,03/04/2020,1,1,2,0
1,59,03/04/2020,5,2,13,0
1,69,03/04/2020,10,7,9,1
1,79,03/04/2020,8,5,2,4
1,89,03/04/2020,8,1,5,3
1,90,03/04/2020,0,0,0,0
2,0,03/04/2020,53,19,34,3
2,9,03/04/2020,0,0,0,0
2,19,03/04/2020,0,0,0,0
2,29,03/04/2020,2,0,2,0
2,39,03/04/2020,1,0,2,0
2,49,03/04/2020,5,1,9,0
2,59,03/04/2020,12,8,8,0
2,69,03/04/2020,18,7,8,0
2,79,03/04/2020,8,1,4,1
2,89,03/04/2020,7,2,1,2
2,90,03/04/2020,0,0,0,0
3,0,03/04/2020,7,1,6,0
3,9,03/04/2020,0,0,0,0
3,19,03/04/2020,0,0,0,0
3,29,03/04/2020,0,0,0,0
3,39,03/04/2020,0,0,1,0
3,49,03/04/2020,3,0,3,0
3,59,03/04/2020,0,0,1,0
3,69,03/04/2020,2,0,0,0
3,79,03/04/2020,0,0,0,0
3,89,03/04/2020,1,1,1,0
3,90,03/04/2020,0,0,0,0
4,0,03/04/2020,53,2,29,0
4,9,03/04/2020,0,0,0,0
4,19,03/04/2020,0,0,1,0
4,29,03/04/2020,3,0,5,0
4,39,03/04/2020,7,0,4,0
4,49,03/04/2020,3,0,4,0
4,59,03/04/2020,14,1,5,0
4,69,03/04/2020,12,0,5,0
4,79,03/04/2020,8,1,5,0
4,89,03/04/2020,6,0,0,0
4,90,03/04/2020,0,0,0,0
6,0,03/04/2020,18,3,2,2
6,9,03/04/2020,0,0,0,0
6,19,03/04/2020,0,0,0,0
6,29,03/04/2020,0,0,0,0
6,39,03/04/2020,1,0,0,0
6,49,03/04/2020,2,1,1,1
6,59,03/04/2020,5,0,1,1
6,69,03/04/2020,6,2,0,0
6,79,03/04/2020,2,0,0,0
6,89,03/04/2020,2,0,0,0
6,90,03/04/2020,0,0,0,0
11,0,03/04/2020,10824,2375,4417,1791
11,9,03/04/2020,42,15,73,0
11,19,03/04/2020,29,9,33,1
11,29,03/04/2020,165,26,212,1
11,39,03/04/2020,486,125,530,13
11,49,03/04/2020,997,262,696,32
11,59,03/04/2020,1965,671,927,121
11,69,03/04/2020,2291,763,868,258
11,79,03/04/2020,2123,449,584,455
11,89,03/04/2020,1790,34,353,598
11,90,03/04/2020,782,3,85,286
24,0,03/04/2020,674,182,225,98
24,9,03/04/2020,3,0,7,0
24,19,03/04/2020,4,0,3,0
24,29,03/04/2020,5,1,6,0
24,39,03/04/2020,14,4,14,1
24,49,03/04/2020,57,15,38,0
24,59,03/04/2020,64,29,43,4
24,69,03/04/2020,163,69,41,6
24,79,03/04/2020,155,58,43,17
24,89,03/04/2020,143,6,24,40
24,90,03/04/2020,58,0,5,28
27,0,03/04/2020,1028,265,835,303
27,9,03/04/2020,3,0,5,0
27,19,03/04/2020,1,0,9,0
27,29,03/04/2020,9,0,43,0
27,39,03/04/2020,17,5,76,1
27,49,03/04/2020,45,13,103,3
27,59,03/04/2020,116,45,151,8
27,69,03/04/2020,210,93,151,27
27,79,03/04/2020,267,87,136,72
27,89,03/04/2020,277,21,122,140
27,90,03/04/2020,82,1,36,52
28,0,03/04/2020,650,197,258,93
28,9,03/04/2020,1,0,1,0
28,19,03/04/2020,1,0,1,0
28,29,03/04/2020,5,1,18,0
28,39,03/04/2020,12,2,27,1
28,49,03/04/2020,50,23,37,1
28,59,03/04/2020,83,30,58,4
28,69,03/04/2020,164,70,43,11
28,79,03/04/2020,160,57,39,21
28,89,03/04/2020,135,13,24,36
28,90,03/04/2020,37,1,6,19
32,0,03/04/2020,1967,547,984,438
32,9,03/04/2020,16,4,13,0
32,19,03/04/2020,3,1,5,0
32,29,03/04/2020,28,6,57,0
32,39,03/04/2020,59,10,95,0
32,49,03/04/2020,127,42,148,7
32,59,03/04/2020,277,113,205,16
32,69,03/04/2020,418,163,154,58
32,79,03/04/2020,499,165,156,110
32,89,03/04/2020,407,36,112,170
32,90,03/04/2020,121,3,36,75
44,0,03/04/2020,4712,971,2543,1311
44,9,03/04/2020,13,3,78,0
44,19,03/04/2020,7,0,20,0
44,29,03/04/2020,47,6,121,1
44,39,03/04/2020,107,29,179,4
44,49,03/04/2020,229,69,259,11
44,59,03/04/2020,571,172,409,41
44,69,03/04/2020,1044,366,510,132
44,79,03/04/2020,1218,284,489,361
44,89,03/04/2020,1081,36,348,552
44,90,03/04/2020,347,1,96,204
52,0,03/04/2020,608,169,387,109
52,9,03/04/2020,0,0,1,0
52,19,03/04/2020,0,0,1,0
52,29,03/04/2020,7,2,16,0
52,39,03/04/2020,13,2,29,0
52,49,03/04/2020,40,14,62,0
52,59,03/04/2020,78,34,71,3
52,69,03/04/2020,125,51,76,14
52,79,03/04/2020,159,62,75,18
52,89,03/04/2020,148,4,47,46
52,90,03/04/2020,37,0,9,28
53,0,03/04/2020,411,114,245,69
53,9,03/04/2020,2,0,4,0
53,19,03/04/2020,0,0,2,0
53,29,03/04/2020,3,1,11,0
53,39,03/04/2020,20,3,24,0
53,49,03/04/2020,29,13,22,0
53,59,03/04/2020,48,22,48,0
53,69,03/04/2020,85,35,48,7
53,79,03/04/2020,105,35,57,14
53,89,03/04/2020,95,5,21,28
53,90,03/04/2020,24,0,7,20
75,0,03/04/2020,735,225,521,100
75,9,03/04/2020,0,0,6,0
75,19,03/04/2020,4,0,7,0
75,29,03/04/2020,4,1,42,0
75,39,03/04/2020,15,4,55,0
75,49,03/04/2020,35,19,78,1
75,59,03/04/2020,105,39,90,5
75,69,03/04/2020,182,73,86,6
75,79,03/04/2020,173,65,67,22
75,89,03/04/2020,157,21,58,40
75,90,03/04/2020,55,1,22,25
76,0,03/04/2020,1007,322,657,131
76,9,03/04/2020,2,1,15,0
76,19,03/04/2020,3,2,5,0
76,29,03/04/2020,17,3,44,1
76,39,03/04/2020,19,4,75,0
76,49,03/04/2020,73,19,91,0
76,59,03/04/2020,133,53,139,6
76,69,03/04/2020,232,101,99,9
76,79,03/04/2020,281,116,126,27
76,89,03/04/2020,185,21,52,67
76,90,03/04/2020,62,2,11,21
84,0,03/04/2020,2838,725,1537,448
84,9,03/04/2020,6,0,15,0
84,19,03/04/2020,11,3,13,0
84,29,03/04/2020,21,3,87,0
84,39,03/04/2020,70,11,147,2
84,49,03/04/2020,117,36,207,4
84,59,03/04/2020,336,121,260,12
84,69,03/04/2020,550,222,263,24
84,79,03/04/2020,730,258,274,105
84,89,03/04/2020,667,51,195,191
84,90,03/04/2020,270,1,43,99
93,0,03/04/2020,1593,397,1177,161
93,9,03/04/2020,1,0,16,0
93,19,03/04/2020,6,1,26,0
93,29,03/04/2020,24,4,108,1
93,39,03/04/2020,52,3,139,1
93,49,03/04/2020,119,31,195,1
93,59,03/04/2020,257,73,237,9
93,69,03/04/2020,330,109,217,11
93,79,03/04/2020,376,124,122,34
93,89,03/04/2020,293,31,67,68
93,90,03/04/2020,98,1,32,34
94,0,03/04/2020,88,25,116,26
94,9,03/04/2020,0,0,4,0
94,19,03/04/2020,0,0,4,0
94,29,03/04/2020,0,0,14,0
94,39,03/04/2020,1,1,14,0
94,49,03/04/2020,3,0,16,1
94,59,03/04/2020,10,4,19,1
94,69,03/04/2020,13,8,18,2
94,79,03/04/2020,23,7,14,4
94,89,03/04/2020,27,5,7,13
94,90,03/04/2020,10,0,5,5
1,0,04/04/2020,36,17,35,8
1,9,04/04/2020,0,0,0,0
1,19,04/04/2020,0,0,0,0
1,29,04/04/2020,1,0,0,0
1,39,04/04/2020,2,1,2,0
1,49,04/04/2020,3,1,2,0
1,59,04/04/2020,4,2,14,0
1,69,04/04/2020,10,7,9,1
1,79,04/04/2020,8,5,2,4
1,89,04/04/2020,8,1,5,3
1,90,04/04/2020,0,0,0,0
2,0,04/04/2020,51,18,35,3
2,9,04/04/2020,0,0,0,0
2,19,04/04/2020,0,0,0,0
2,29,04/04/2020,1,0,2,0
2,39,04/04/2020,1,0,2,0
2,49,04/04/2020,6,0,9,0
2,59,04/04/2020,12,9,9,0
2,69,04/04/2020,16,5,8,0
2,79,04/04/2020,10,3,4,1
2,89,04/04/2020,5,1,1,2
2,90,04/04/2020,0,0,0,0
3,0,04/04/2020,7,1,6,0
3,9,04/04/2020,0,0,0,0
3,19,04/04/2020,0,0,0,0
3,29,04/04/2020,0,0,0,0
3,39,04/04/2020,0,0,1,0
3,49,04/04/2020,3,0,3,0
3,59,04/04/2020,0,0,1,0
3,69,04/04/2020,2,0,0,0
3,79,04/04/2020,0,0,0,0
3,89,04/04/2020,1,1,1,0
3,90,04/04/2020,0,0,0,0
4,0,04/04/2020,46,4,39,0
4,9,04/04/2020,0,0,0,0
4,19,04/04/2020,0,0,1,0
4,29,04/04/2020,4,0,5,0
4,39,04/04/2020,6,0,5,0
4,49,04/04/2020,2,0,5,0
4,59,04/04/2020,13,2,7,0
4,69,04/04/2020,9,1,9,0
4,79,04/04/2020,6,1,7,0
4,89,04/04/2020,6,0,0,0
4,90,04/04/2020,0,0,0,0
6,0,04/04/2020,15,3,7,2
6,9,04/04/2020,0,0,0,0
6,19,04/04/2020,0,0,0,0
6,29,04/04/2020,0,0,0,0
6,39,04/04/2020,0,0,1,0
6,49,04/04/2020,4,1,1,1
6,59,04/04/2020,2,0,4,1
6,69,04/04/2020,6,2,0,0
6,79,04/04/2020,2,0,0,0
6,89,04/04/2020,1,0,1,0
6,90,04/04/2020,0,0,0,0
11,0,04/04/2020,11214,2436,4881,1967
11,9,04/04/2020,41,18,77,0
11,19,04/04/2020,31,12,37,1
11,29,04/04/2020,167,30,224,1
11,39,04/04/2020,485,126,574,15
11,49,04/04/2020,1014,274,764,36
11,59,04/04/2020,1994,694,1048,136
11,69,04/04/2020,2336,774,982,282
11,79,04/04/2020,2231,449,638,498
11,89,04/04/2020,1902,36,376,655
11,90,04/04/2020,857,3,100,315
24,0,04/04/2020,730,194,271,106
24,9,04/04/2020,3,0,8,0
24,19,04/04/2020,5,1,3,0
24,29,04/04/2020,7,1,7,0
24,39,04/04/2020,15,6,19,1
24,49,04/04/2020,57,16,46,0
24,59,04/04/2020,64,28,51,4
24,69,04/04/2020,170,75,49,8
24,79,04/04/2020,168,60,54,19
24,89,04/04/2020,158,7,27,44
24,90,04/04/2020,75,0,6,28
27,0,04/04/2020,1075,274,910,323
27,9,04/04/2020,2,0,6,0
27,19,04/04/2020,3,0,9,0
27,29,04/04/2020,7,1,45,0
27,39,04/04/2020,16,6,80,1
27,49,04/04/2020,39,12,112,3
27,59,04/04/2020,112,46,160,8
27,69,04/04/2020,222,96,160,30
27,79,04/04/2020,276,90,158,74
27,89,04/04/2020,298,22,137,152
27,90,04/04/2020,100,1,39,54
28,0,04/04/2020,677,209,296,99
28,9,04/04/2020,1,0,1,0
28,19,04/04/2020,2,0,1,0
28,29,04/04/2020,7,1,18,0
28,39,04/04/2020,11,2,30,1
28,49,04/04/2020,50,24,41,1
28,59,04/04/2020,86,34,65,4
28,69,04/04/2020,174,73,49,12
28,79,04/04/2020,162,57,51,23
28,89,04/04/2020,144,17,29,39
28,90,04/04/2020,39,1,7,19
32,0,04/04/2020,2035,561,1122,488
32,9,04/04/2020,14,4,15,0
32,19,04/04/2020,4,1,5,0
32,29,04/04/2020,25,7,66,0
32,39,04/04/2020,55,13,111,0
32,49,04/04/2020,127,42,166,7
32,59,04/04/2020,282,121,235,17
32,69,04/04/2020,417,165,179,68
32,79,04/04/2020,524,170,177,120
32,89,04/04/2020,441,33,126,187
32,90,04/04/2020,133,2,39,87
44,0,04/04/2020,4702,960,2801,1402
44,9,04/04/2020,11,1,81,0
44,19,04/04/2020,6,0,22,0
44,29,04/04/2020,41,6,135,1
44,39,04/04/2020,98,23,190,5
44,49,04/04/2020,233,71,277,12
44,59,04/04/2020,565,172,466,44
44,69,04/04/2020,1010,351,573,148
44,79,04/04/2020,1213,296,538,388
44,89,04/04/2020,1107,34,379,583
44,90,04/04/2020,374,1,106,216
52,0,04/04/2020,649,175,417,118
52,9,04/04/2020,0,0,1,0
52,19,04/04/2020,1,0,1,0
52,29,04/04/2020,11,3,16,0
52,39,04/04/2020,13,2,31,0
52,49,04/04/2020,34,13,68,0
52,59,04/04/2020,81,35,76,3
52,69,04/04/2020,138,57,83,16
52,79,04/04/2020,165,61,82,19
52,89,04/04/2020,162,4,50,52
52,90,04/04/2020,43,0,9,28
53,0,04/04/2020,408,112,273,75
53,9,04/04/2020,2,0,4,0
53,19,04/04/2020,1,0,2,0
53,29,04/04/2020,1,1,13,0
53,39,04/04/2020,17,2,30,0
53,49,04/04/2020,30,15,23,0
53,59,04/04/2020,47,18,53,0
53,69,04/04/2020,81,35,53,11
53,79,04/04/2020,102,35,63,15
53,89,04/04/2020,98,6,24,29
53,90,04/04/2020,28,0,7,20
75,0,04/04/2020,749,239,553,111
75,9,04/04/2020,0,0,6,0
75,19,04/04/2020,4,0,7,0
75,29,04/04/2020,6,1,38,0
75,39,04/04/2020,15,4,52,0
75,49,04/04/2020,37,21,75,1
75,59,04/04/2020,103,38,100,5
75,69,04/04/2020,179,82,100,9
75,79,04/04/2020,172,69,77,26
75,89,04/04/2020,164,21,65,42
75,90,04/04/2020,62,1,23,27
76,0,04/04/2020,997,328,709,148
76,9,04/04/2020,2,0,15,0
76,19,04/04/2020,3,2,5,0
76,29,04/04/2020,16,2,46,1
76,39,04/04/2020,21,4,78,0
76,49,04/04/2020,70,21,95,0
76,59,04/04/2020,139,58,153,6
76,69,04/04/2020,223,101,112,12
76,79,04/04/2020,278,119,136,30
76,89,04/04/2020,182,19,58,75
76,90,04/04/2020,63,2,11,24
84,0,04/04/2020,2874,749,1694,478
84,9,04/04/2020,5,0,15,0
84,19,04/04/2020,10,1,15,0
84,29,04/04/2020,28,6,89,0
84,39,04/04/2020,65,11,158,2
84,49,04/04/2020,119,37,220,4
84,59,04/04/2020,333,122,292,13
84,69,04/04/2020,547,237,302,27
84,79,04/04/2020,747,265,302,110
84,89,04/04/2020,676,51,219,204
84,90,04/04/2020,287,0,47,107
93,0,04/04/2020,1641,417,1272,178
93,9,04/04/2020,0,0,15,0
93,19,04/04/2020,6,1,26,0
93,29,04/04/2020,27,5,111,1
93,39,04/04/2020,48,2,147,1
93,49,04/04/2020,115,30,211,1
93,59,04/04/2020,250,78,265,9
93,69,04/04/2020,346,112,232,13
93,79,04/04/2020,391,134,140,38
93,89,04/04/2020,309,33,73,75
93,90,04/04/2020,112,2,35,38
94,0,04/04/2020,97,26,116,26
94,9,04/04/2020,0,0,4,0
94,19,04/04/2020,0,0,4,0
94,29,04/04/2020,0,0,14,0
94,39,04/04/2020,1,1,14,0
94,49,04/04/2020,2,0,18,1
94,59,04/04/2020,13,4,19,1
94,69,04/04/2020,14,8,17,2
94,79,04/04/2020,26,8,13,4
94,89,04/04/2020,29,5,7,13
94,90,04/04/2020,11,0,5,5
1,0,05/04/2020,36,18,36,8
1,9,05/04/2020,0,0,0,0
1,19,05/04/2020,0,0,0,0
1,29,05/04/2020,1,0,0,0
1,39,05/04/2020,2,1,2,0
1,49,05/04/2020,3,1,2,0
1,59,05/04/2020,3,2,15,0
1,69,05/04/2020,11,8,9,1
1,79,05/04/2020,8,5,2,4
1,89,05/04/2020,8,1,5,3
1,90,05/04/2020,0,0,0,0
2,0,05/04/2020,54,21,37,3
2,9,05/04/2020,0,0,0,0
2,19,05/04/2020,0,0,0,0
2,29,05/04/2020,1,0,2,0
2,39,05/04/2020,1,0,2,0
2,49,05/04/2020,5,0,10,0
2,59,05/04/2020,13,9,9,0
2,69,05/04/2020,16,6,9,0
2,79,05/04/2020,12,4,4,1
2,89,05/04/2020,6,2,1,2
2,90,05/04/2020,0,0,0,0
3,0,05/04/2020,7,1,6,0
3,9,05/04/2020,0,0,0,0
3,19,05/04/2020,0,0,0,0
3,29,05/04/2020,0,0,0,0
3,39,05/04/2020,0,0,1,0
3,49,05/04/2020,3,0,3,0
3,59,05/04/2020,0,0,1,0
3,69,05/04/2020,2,0,0,0
3,79,05/04/2020,0,0,0,0
3,89,05/04/2020,1,1,1,0
3,90,05/04/2020,0,0,0,0
4,0,05/04/2020,44,4,41,0
4,9,05/04/2020,0,0,0,0
4,19,05/04/2020,0,0,1,0
4,29,05/04/2020,4,0,5,0
4,39,05/04/2020,5,0,6,0
4,49,05/04/2020,2,0,5,0
4,59,05/04/2020,13,2,7,0
4,69,05/04/2020,8,1,10,0
4,79,05/04/2020,6,1,7,0
4,89,05/04/2020,6,0,0,0
4,90,05/04/2020,0,0,0,0
6,0,05/04/2020,17,3,8,2
6,9,05/04/2020,0,0,0,0
6,19,05/04/2020,0,0,0,0
6,29,05/04/2020,1,0,0,0
