,date,region,hosp_dd_pred,icu_pred
809,19/04/2020,CVL,24.0404908,5.020352782
810,20/04/2020,CVL,51.27719989,4.03800905
811,21/04/2020,CVL,47.31404063,3.030985915
812,22/04/2020,CVL,31.21425236,6.042115115
813,23/04/2020,CVL,30.21485111,8.100150225
814,24/04/2020,CVL,31.27192982,5.055443548
815,25/04/2020,CVL,28.19135953,4.039095907
816,26/04/2020,CVL,27.1831355,1.009549795
817,27/04/2020,CVL,27.42171526,6.106751825
818,28/04/2020,CVL,33.66428767,4.101000476
819,29/04/2020,CVL,22.59306535,4.104911779
820,30/04/2020,CVL,30.83669937,6.227926078
821,01/05/2020,CVL,21.76519043,3.108471074
822,02/05/2020,CVL,14.45014388,1.036363636
823,03/05/2020,CVL,11.44876494,2.09929078
824,04/05/2020,CVL,17.24573036,2.171289538
825,05/05/2020,CVL,21.24257922,2.246346555
826,06/05/2020,CVL,8.557319424,1.196220122
827,07/05/2020,CVL,11.62641803,0
898,01/03/2020,NAQ,0,0
899,02/03/2020,NAQ,0,0
900,03/03/2020,NAQ,0,0
901,04/03/2020,NAQ,0,0
902,05/03/2020,NAQ,4,1
903,06/03/2020,NAQ,1,0
904,07/03/2020,NAQ,1,0
905,08/03/2020,NAQ,1,0
906,09/03/2020,NAQ,2,0
907,10/03/2020,NAQ,1,0
908,11/03/2020,NAQ,4,0
909,12/03/2020,NAQ,1,0
910,13/03/2020,NAQ,5,1
911,14/03/2020,NAQ,13,3
912,15/03/2020,NAQ,16,3
913,16/03/2020,NAQ,11,2
914,17/03/2020,NAQ,17,2
915,18/03/2020,NAQ,25,0
916,19/03/2020,NAQ,31,7
917,20/03/2020,NAQ,49,15
918,21/03/2020,NAQ,40,14
919,22/03/2020,NAQ,50,11
920,23/03/2020,NAQ,63,19
921,24/03/2020,NAQ,84,12
922,25/03/2020,NAQ,93,23
923,26/03/2020,NAQ,89,18
924,27/03/2020,NAQ,100,23
925,28/03/2020,NAQ,82,20
926,29/03/2020,NAQ,57,19
927,30/03/2020,NAQ,85,21
928,31/03/2020,NAQ,76.00681737,15
929,01/04/2020,NAQ,92.01707023,10
930,02/04/2020,NAQ,65.00608216,12
931,03/04/2020,NAQ,61.01140933,6.002992519
932,04/04/2020,NAQ,67.0243725,14.01695942
933,05/04/2020,NAQ,45,7
934,06/04/2020,NAQ,46.02144722,7.012572968
935,07/04/2020,NAQ,70.05655296,8.00744186
936,08/04/2020,NAQ,44.04085043,9.016759777
937,09/04/2020,NAQ,63.05899981,4.005943536
938,10/04/2020,NAQ,55.05662673,5.00499002
939,11/04/2020,NAQ,36.01746301,5.006056935
940,12/04/2020,NAQ,34.00520674,6.00811908
941,13/04/2020,NAQ,38.08519383,5.022512382
942,14/04/2020,NAQ,31.0668764,3.00979021
943,15/04/2020,NAQ,37.13778978,3.00979021
944,16/04/2020,NAQ,43.09273324,7.034791252
945,17/04/2020,NAQ,39.12437858,5.015
946,18/04/2020,NAQ,36.05243991,4.00970285
947,19/04/2020,NAQ,33.05567485,2.008141113
948,20/04/2020,NAQ,40.21741168,4.03800905
949,21/04/2020,NAQ,18.12027088,2.020657277
950,22/04/2020,NAQ,25.17278416,3.021057557
951,23/04/2020,NAQ,24.17188089,3.037556335
952,24/04/2020,NAQ,24.21052632,2.022177419
953,25/04/2020,NAQ,11.07517696,1.009773977
954,26/04/2020,NAQ,22.14922152,1.009549795
955,27/04/2020,NAQ,13.20304809,1.017791971
956,28/04/2020,NAQ,20.40259859,1.025250119
957,29/04/2020,NAQ,15.40436274,4.104911779
958,30/04/2020,NAQ,9.25100981,1.03798768
959,01/05/2020,NAQ,12.43725167,2.07231405
960,02/05/2020,NAQ,8.257225072,0
961,03/05/2020,NAQ,11.44876494,1.04964539
962,04/05/2020,NAQ,14.01215592,1.085644769
963,05/05/2020,NAQ,8.944243883,0
964,06/05/2020,NAQ,19.55958725,2.392440245
965,07/05/2020,NAQ,4.982750583,1.598418972
967,01/03/2020,COR,0,0
968,02/03/2020,COR,0,0
969,03/03/2020,COR,0,0
970,04/03/2020,COR,0,0
971,05/03/2020,COR,1,0
972,06/03/2020,COR,7,0
973,07/03/2020,COR,3,0
974,08/03/2020,COR,1,0
975,09/03/2020,COR,4,0
976,10/03/2020,COR,2,0
977,11/03/2020,COR,1,0
978,12/03/2020,COR,11,0
979,13/03/2020,COR,9,1
980,14/03/2020,COR,0,0
981,15/03/2020,COR,3,0
982,16/03/2020,COR,2,0
983,17/03/2020,COR,27,5
984,18/03/2020,COR,22,6
985,19/03/2020,COR,7,0
986,20/03/2020,COR,10,0
987,21/03/2020,COR,9,1
988,22/03/2020,COR,8,2
989,23/03/2020,COR,12,3
990,24/03/2020,COR,13,3
991,25/03/2020,COR,14,1
992,26/03/2020,COR,6,0
993,27/03/2020,COR,13,1
994,28/03/2020,COR,5,3
995,29/03/2020,COR,5,2
996,30/03/2020,COR,4,0
997,31/03/2020,COR,9.00080732,3
998,01/04/2020,COR,3.000556638,1
999,02/04/2020,COR,9.000842145,2
1000,03/04/2020,COR,5.000935191,1.000498753
1001,04/04/2020,COR,6.002182612,0
1002,05/04/2020,COR,1,1
1003,06/04/2020,COR,1.000466244,0
1004,07/04/2020,COR,3.002423698,1.000930233
1005,08/04/2020,COR,4.003713676,2.003724395
1006,09/04/2020,COR,2.00187301,1.001485884
1007,10/04/2020,COR,3.003088731,0
1008,11/04/2020,COR,5.002425418,0
1009,12/04/2020,COR,4.000612557,2.00270636
1010,13/04/2020,COR,4.008967772,1.004502476
1011,14/04/2020,COR,2.004314607,0
1012,15/04/2020,COR,5.01862024,2.006526807
1013,16/04/2020,COR,2.004313174,0
1014,17/04/2020,COR,1.003189194,1.003
1015,18/04/2020,COR,5.007283321,0
1016,19/04/2020,COR,5.008435583,2.008141113
1017,20/04/2020,COR,2.010870584,0
1018,21/04/2020,COR,3.020045147,0
1019,22/04/2020,COR,2.013822733,0
1020,23/04/2020,COR,2.014323407,0
1021,24/04/2020,COR,1.00877193,0
1022,25/04/2020,COR,1.006834269,0
1023,26/04/2020,COR,1.006782796,1.009549795
1024,27/04/2020,COR,0,0
1025,28/04/2020,COR,2.040259859,0
1026,29/04/2020,COR,4.107830063,0
1027,30/04/2020,COR,3.083669937,0
1028,01/05/2020,COR,1.036437639,0
1029,02/05/2020,COR,0,0
1030,03/05/2020,COR,0,0
1031,04/05/2020,COR,0,0
1032,05/05/2020,COR,0,0
1033,06/05/2020,COR,0,0
1034,07/05/2020,COR,0,0
